	prediction key	run number	Accuracy	Dataset Size	Model	Inter-Aspect	CWR	Position	Dataset	Split	Reduced Error Split	NT	Subset By
63	predicted_target_sentiment_CNN_GloVe_None_None	7	79.54545454545455	44	CNN	False	False	False	Laptop	Test	DS	High	DS1
64	predicted_target_sentiment_IAN_GloVe_None_None	0	64.47876447876449	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
65	predicted_target_sentiment_IAN_GloVe_None_None	1	62.54826254826254	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
66	predicted_target_sentiment_IAN_GloVe_None_None	2	64.0926640926641	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
67	predicted_target_sentiment_IAN_GloVe_None_None	3	64.86486486486487	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
68	predicted_target_sentiment_IAN_GloVe_None_None	4	62.54826254826254	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
69	predicted_target_sentiment_IAN_GloVe_None_None	5	64.86486486486487	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
70	predicted_target_sentiment_IAN_GloVe_None_None	6	62.16216216216216	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
71	predicted_target_sentiment_IAN_GloVe_None_None	7	64.0926640926641	259	IAN	False	False	False	Laptop	Test	DS	1	DS1
72	predicted_target_sentiment_IAN_GloVe_None_None	0	69.375	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
73	predicted_target_sentiment_IAN_GloVe_None_None	1	70.625	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
74	predicted_target_sentiment_IAN_GloVe_None_None	2	74.375	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
75	predicted_target_sentiment_IAN_GloVe_None_None	3	71.875	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
76	predicted_target_sentiment_IAN_GloVe_None_None	4	68.75	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
77	predicted_target_sentiment_IAN_GloVe_None_None	5	71.25	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
78	predicted_target_sentiment_IAN_GloVe_None_None	6	70.0	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
79	predicted_target_sentiment_IAN_GloVe_None_None	7	71.875	160	IAN	False	False	False	Laptop	Test	DS	Low	DS1
80	predicted_target_sentiment_IAN_GloVe_None_None	0	90.27777777777779	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
81	predicted_target_sentiment_IAN_GloVe_None_None	1	86.11111111111111	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
82	predicted_target_sentiment_IAN_GloVe_None_None	2	84.72222222222221	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
83	predicted_target_sentiment_IAN_GloVe_None_None	3	88.88888888888889	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
84	predicted_target_sentiment_IAN_GloVe_None_None	4	88.88888888888889	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
85	predicted_target_sentiment_IAN_GloVe_None_None	5	86.11111111111111	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
86	predicted_target_sentiment_IAN_GloVe_None_None	6	86.11111111111111	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
87	predicted_target_sentiment_IAN_GloVe_None_None	7	87.5	72	IAN	False	False	False	Laptop	Test	DS	Med	DS1
88	predicted_target_sentiment_IAN_GloVe_None_None	0	84.0909090909091	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
89	predicted_target_sentiment_IAN_GloVe_None_None	1	75.0	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
90	predicted_target_sentiment_IAN_GloVe_None_None	2	84.0909090909091	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
91	predicted_target_sentiment_IAN_GloVe_None_None	3	79.54545454545455	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
92	predicted_target_sentiment_IAN_GloVe_None_None	4	84.0909090909091	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
93	predicted_target_sentiment_IAN_GloVe_None_None	5	81.81818181818183	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
94	predicted_target_sentiment_IAN_GloVe_None_None	6	79.54545454545455	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
95	predicted_target_sentiment_IAN_GloVe_None_None	7	79.54545454545455	44	IAN	False	False	False	Laptop	Test	DS	High	DS1
96	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	68.33976833976834	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
97	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	69.88416988416989	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
98	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	67.56756756756756	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
99	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	65.25096525096525	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
100	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	67.18146718146718	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
101	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	64.86486486486487	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
102	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	67.56756756756756	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
103	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	62.93436293436293	259	TDLSTM	False	False	False	Laptop	Test	DS	1	DS1
104	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	65.625	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
105	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	71.25	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
106	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	65.625	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
107	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	61.875	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
108	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	71.25	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
109	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	70.625	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
110	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	70.0	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
111	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	66.875	160	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS1
112	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	86.11111111111111	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
113	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	83.33333333333334	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
114	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	90.27777777777779	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
115	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	84.72222222222221	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
116	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	80.55555555555556	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
117	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	79.16666666666666	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
118	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	84.72222222222221	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
119	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	81.94444444444444	72	TDLSTM	False	False	False	Laptop	Test	DS	Med	DS1
120	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	72.72727272727273	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
121	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	75.0	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
122	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	77.27272727272727	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
123	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	75.0	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
124	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	81.81818181818183	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
125	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	77.27272727272727	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
126	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	81.81818181818183	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
127	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	70.45454545454545	44	TDLSTM	False	False	False	Laptop	Test	DS	High	DS1
128	predicted_target_sentiment_AE_GloVe_None_None	0	0.0	0	AE	False	False	False	Laptop	Test	DS	1	DS2
129	predicted_target_sentiment_AE_GloVe_None_None	0	50.0	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
130	predicted_target_sentiment_AE_GloVe_None_None	1	52.27272727272727	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
131	predicted_target_sentiment_AE_GloVe_None_None	2	50.0	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
132	predicted_target_sentiment_AE_GloVe_None_None	3	54.54545454545454	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
133	predicted_target_sentiment_AE_GloVe_None_None	4	50.0	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
134	predicted_target_sentiment_AE_GloVe_None_None	5	45.45454545454545	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
135	predicted_target_sentiment_AE_GloVe_None_None	6	52.27272727272727	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
136	predicted_target_sentiment_AE_GloVe_None_None	7	50.0	44	AE	False	False	False	Laptop	Test	DS	Low	DS2
137	predicted_target_sentiment_AE_GloVe_None_None	0	37.03703703703704	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
138	predicted_target_sentiment_AE_GloVe_None_None	1	29.629629629629626	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
139	predicted_target_sentiment_AE_GloVe_None_None	2	40.74074074074074	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
140	predicted_target_sentiment_AE_GloVe_None_None	3	37.03703703703704	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
141	predicted_target_sentiment_AE_GloVe_None_None	4	40.74074074074074	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
142	predicted_target_sentiment_AE_GloVe_None_None	5	40.74074074074074	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
143	predicted_target_sentiment_AE_GloVe_None_None	6	44.44444444444444	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
144	predicted_target_sentiment_AE_GloVe_None_None	7	40.74074074074074	27	AE	False	False	False	Laptop	Test	DS	Med	DS2
145	predicted_target_sentiment_AE_GloVe_None_None	0	52.17391304347826	23	AE	False	False	False	Laptop	Test	DS	High	DS2
146	predicted_target_sentiment_AE_GloVe_None_None	1	52.17391304347826	23	AE	False	False	False	Laptop	Test	DS	High	DS2
147	predicted_target_sentiment_AE_GloVe_None_None	2	56.52173913043478	23	AE	False	False	False	Laptop	Test	DS	High	DS2
148	predicted_target_sentiment_AE_GloVe_None_None	3	52.17391304347826	23	AE	False	False	False	Laptop	Test	DS	High	DS2
149	predicted_target_sentiment_AE_GloVe_None_None	4	52.17391304347826	23	AE	False	False	False	Laptop	Test	DS	High	DS2
150	predicted_target_sentiment_AE_GloVe_None_None	5	43.47826086956522	23	AE	False	False	False	Laptop	Test	DS	High	DS2
151	predicted_target_sentiment_AE_GloVe_None_None	6	56.52173913043478	23	AE	False	False	False	Laptop	Test	DS	High	DS2
152	predicted_target_sentiment_AE_GloVe_None_None	7	47.82608695652174	23	AE	False	False	False	Laptop	Test	DS	High	DS2
153	predicted_target_sentiment_CNN_GloVe_None_None	0	0.0	0	CNN	False	False	False	Laptop	Test	DS	1	DS2
154	predicted_target_sentiment_CNN_GloVe_None_None	0	45.45454545454545	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
155	predicted_target_sentiment_CNN_GloVe_None_None	1	43.18181818181818	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
156	predicted_target_sentiment_CNN_GloVe_None_None	2	45.45454545454545	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
157	predicted_target_sentiment_CNN_GloVe_None_None	3	45.45454545454545	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
158	predicted_target_sentiment_CNN_GloVe_None_None	4	43.18181818181818	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
159	predicted_target_sentiment_CNN_GloVe_None_None	5	45.45454545454545	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
160	predicted_target_sentiment_CNN_GloVe_None_None	6	40.909090909090914	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
161	predicted_target_sentiment_CNN_GloVe_None_None	7	43.18181818181818	44	CNN	False	False	False	Laptop	Test	DS	Low	DS2
162	predicted_target_sentiment_CNN_GloVe_None_None	0	33.33333333333333	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
163	predicted_target_sentiment_CNN_GloVe_None_None	1	37.03703703703704	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
164	predicted_target_sentiment_CNN_GloVe_None_None	2	33.33333333333333	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
165	predicted_target_sentiment_CNN_GloVe_None_None	3	40.74074074074074	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
166	predicted_target_sentiment_CNN_GloVe_None_None	4	40.74074074074074	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
167	predicted_target_sentiment_CNN_GloVe_None_None	5	33.33333333333333	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
168	predicted_target_sentiment_CNN_GloVe_None_None	6	33.33333333333333	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
169	predicted_target_sentiment_CNN_GloVe_None_None	7	37.03703703703704	27	CNN	False	False	False	Laptop	Test	DS	Med	DS2
170	predicted_target_sentiment_CNN_GloVe_None_None	0	69.56521739130434	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
171	predicted_target_sentiment_CNN_GloVe_None_None	1	65.21739130434783	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
172	predicted_target_sentiment_CNN_GloVe_None_None	2	65.21739130434783	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
173	predicted_target_sentiment_CNN_GloVe_None_None	3	69.56521739130434	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
174	predicted_target_sentiment_CNN_GloVe_None_None	4	43.47826086956522	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
175	predicted_target_sentiment_CNN_GloVe_None_None	5	52.17391304347826	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
176	predicted_target_sentiment_CNN_GloVe_None_None	6	69.56521739130434	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
177	predicted_target_sentiment_CNN_GloVe_None_None	7	69.56521739130434	23	CNN	False	False	False	Laptop	Test	DS	High	DS2
178	predicted_target_sentiment_IAN_GloVe_None_None	0	0.0	0	IAN	False	False	False	Laptop	Test	DS	1	DS2
179	predicted_target_sentiment_IAN_GloVe_None_None	0	45.45454545454545	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
180	predicted_target_sentiment_IAN_GloVe_None_None	1	47.72727272727273	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
181	predicted_target_sentiment_IAN_GloVe_None_None	2	43.18181818181818	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
182	predicted_target_sentiment_IAN_GloVe_None_None	3	43.18181818181818	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
183	predicted_target_sentiment_IAN_GloVe_None_None	4	56.81818181818182	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
184	predicted_target_sentiment_IAN_GloVe_None_None	5	47.72727272727273	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
185	predicted_target_sentiment_IAN_GloVe_None_None	6	47.72727272727273	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
186	predicted_target_sentiment_IAN_GloVe_None_None	7	47.72727272727273	44	IAN	False	False	False	Laptop	Test	DS	Low	DS2
187	predicted_target_sentiment_IAN_GloVe_None_None	0	40.74074074074074	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
188	predicted_target_sentiment_IAN_GloVe_None_None	1	48.148148148148145	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
189	predicted_target_sentiment_IAN_GloVe_None_None	2	25.925925925925924	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
190	predicted_target_sentiment_IAN_GloVe_None_None	3	33.33333333333333	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
191	predicted_target_sentiment_IAN_GloVe_None_None	4	33.33333333333333	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
192	predicted_target_sentiment_IAN_GloVe_None_None	5	40.74074074074074	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
193	predicted_target_sentiment_IAN_GloVe_None_None	6	29.629629629629626	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
194	predicted_target_sentiment_IAN_GloVe_None_None	7	33.33333333333333	27	IAN	False	False	False	Laptop	Test	DS	Med	DS2
195	predicted_target_sentiment_IAN_GloVe_None_None	0	60.86956521739131	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
196	predicted_target_sentiment_IAN_GloVe_None_None	1	65.21739130434783	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
197	predicted_target_sentiment_IAN_GloVe_None_None	2	56.52173913043478	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
198	predicted_target_sentiment_IAN_GloVe_None_None	3	52.17391304347826	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
199	predicted_target_sentiment_IAN_GloVe_None_None	4	65.21739130434783	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
200	predicted_target_sentiment_IAN_GloVe_None_None	5	52.17391304347826	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
201	predicted_target_sentiment_IAN_GloVe_None_None	6	65.21739130434783	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
202	predicted_target_sentiment_IAN_GloVe_None_None	7	60.86956521739131	23	IAN	False	False	False	Laptop	Test	DS	High	DS2
203	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	0.0	0	TDLSTM	False	False	False	Laptop	Test	DS	1	DS2
204	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	47.72727272727273	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
205	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	50.0	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
206	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	52.27272727272727	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
207	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	54.54545454545454	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
208	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	54.54545454545454	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
209	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	54.54545454545454	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
210	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	50.0	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
211	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	50.0	44	TDLSTM	False	False	False	Laptop	Test	DS	Low	DS2
